i x t
2 6.1699998e-01 7.4305904e-01
3 6.1699998e-01 7.4370068e-01
4 6.1699998e-01 7.4396843e-01
5 6.1699998e-01 7.4375898e-01
6 6.1699998e-01 7.4327612e-01
7 6.1699998e-01 7.4453706e-01
8 6.1699998e-01 7.4389839e-01
9 6.1699998e-01 7.4323183e-01
10 6.1699998e-01 7.4321353e-01
11 6.1699998e-01 7.4409515e-01
12 6.1699998e-01 7.4330181e-01
13 6.1699998e-01 7.4464226e-01
14 6.1699998e-01 7.4423820e-01
15 6.1699998e-01 7.4290079e-01
16 6.1699998e-01 7.4348134e-01
17 6.1699998e-01 7.4404651e-01
18 6.1699998e-01 7.4329430e-01
19 6.1699998e-01 7.4290967e-01
20 6.1699998e-01 7.4376649e-01
1 6.1799997e-01 7.2628832e-01
2 6.1799997e-01 7.2577590e-01
3 6.1799997e-01 7.2566563e-01
4 6.1799997e-01 7.2562444e-01
5 6.1799997e-01 7.2706288e-01
6 6.1799997e-01 7.2549999e-01
7 6.1799997e-01 7.2539783e-01
8 6.1799997e-01 7.2761333e-01
9 6.1799997e-01 7.2681552e-01
10 6.1799997e-01 7.2665209e-01
11 6.1799997e-01 7.2587299e-01
12 6.1799997e-01 7.2644538e-01
13 6.1799997e-01 7.2567338e-01
14 6.1799997e-01 7.2643530e-01
15 6.1799997e-01 7.2632402e-01
16 6.1799997e-01 7.2666228e-01
17 6.1799997e-01 7.2484922e-01
18 6.1799997e-01 7.2624344e-01
19 6.1799997e-01 7.2509426e-01
20 6.1799997e-01 7.2646362e-01
1 6.1900002e-01 7.0790148e-01
2 6.1900002e-01 7.0888931e-01
3 6.1900002e-01 7.0774454e-01
4 6.1900002e-01 7.0839524e-01
5 6.1900002e-01 7.0947254e-01
6 6.1900002e-01 7.1071285e-01
7 6.1900002e-01 7.0836306e-01
8 6.1900002e-01 7.0824730e-01
9 6.1900002e-01 7.0854956e-01
10 6.1900002e-01 7.0857310e-01
11 6.1900002e-01 7.0927137e-01
12 6.1900002e-01 7.0864832e-01
13 6.1900002e-01 7.0903182e-01
14 6.1900002e-01 7.0842272e-01
15 6.1900002e-01 7.0858222e-01
16 6.1900002e-01 7.0868969e-01
17 6.1900002e-01 7.0825404e-01
18 6.1900002e-01 7.0939356e-01
19 6.1900002e-01 7.0865762e-01
20 6.1900002e-01 7.0977402e-01
1 6.2000000e-01 6.9154072e-01
2 6.2000000e-01 6.9179875e-01
3 6.2000000e-01 6.9159657e-01
4 6.2000000e-01 6.9081795e-01
5 6.2000000e-01 6.8997145e-01
6 6.2000000e-01 6.9119060e-01
7 6.2000000e-01 6.9041497e-01
8 6.2000000e-01 6.9152427e-01
9 6.2000000e-01 6.9105798e-01
10 6.2000000e-01 6.9115168e-01
11 6.2000000e-01 6.9064647e-01
12 6.2000000e-01 6.8954718e-01
13 6.2000000e-01 6.9099438e-01
14 6.2000000e-01 6.9146913e-01
15 6.2000000e-01 6.9070780e-01
16 6.2000000e-01 6.9107723e-01
17 6.2000000e-01 6.9115502e-01
18 6.2000000e-01 6.9110477e-01
19 6.2000000e-01 6.9041234e-01
20 6.2000000e-01 6.9075626e-01
1 6.2099999e-01 6.7167073e-01
2 6.2099999e-01 6.7118537e-01
3 6.2099999e-01 6.7239159e-01
4 6.2099999e-01 6.7167360e-01
5 6.2099999e-01 6.7187923e-01
6 6.2099999e-01 6.7185777e-01
7 6.2099999e-01 6.7096001e-01
8 6.2099999e-01 6.7191350e-01
9 6.2099999e-01 6.7111158e-01
10 6.2099999e-01 6.7205518e-01
11 6.2099999e-01 6.7289215e-01
12 6.2099999e-01 6.7112899e-01
13 6.2099999e-01 6.7101169e-01
14 6.2099999e-01 6.7095530e-01
15 6.2099999e-01 6.7190903e-01
16 6.2099999e-01 6.7140424e-01
17 6.2099999e-01 6.7240071e-01
18 6.2099999e-01 6.7147362e-01
19 6.2099999e-01 6.7171615e-01
20 6.2099999e-01 6.7197365e-01
1 6.2199998e-01 6.5154606e-01
2 6.2199998e-01 6.5340531e-01
3 6.2199998e-01 6.5263003e-01
4 6.2199998e-01 6.5281159e-01
5 6.2199998e-01 6.5349126e-01
6 6.2199998e-01 6.5310806e-01
7 6.2199998e-01 6.5248513e-01
8 6.2199998e-01 6.5301168e-01
9 6.2199998e-01 6.5254909e-01
10 6.2199998e-01 6.5275913e-01
11 6.2199998e-01 6.5268260e-01
12 6.2199998e-01 6.5176398e-01
13 6.2199998e-01 6.5193152e-01
14 6.2199998e-01 6.5261310e-01
15 6.2199998e-01 6.5177637e-01
16 6.2199998e-01 6.5276265e-01
17 6.2199998e-01 6.5343094e-01
18 6.2199998e-01 6.5333986e-01
19 6.2199998e-01 6.5328634e-01
20 6.2199998e-01 6.5296197e-01
1 6.2300003e-01 6.3311309e-01
2 6.2300003e-01 6.3469577e-01
3 6.2300003e-01 6.3290560e-01
4 6.2300003e-01 6.3204509e-01
5 6.2300003e-01 6.3383669e-01
6 6.2300003e-01 6.3324970e-01
7 6.2300003e-01 6.3283116e-01
8 6.2300003e-01 6.3575429e-01
9 6.2300003e-01 6.3349563e-01
10 6.2300003e-01 6.3418627e-01
11 6.2300003e-01 6.3348043e-01
12 6.2300003e-01 6.3255060e-01
13 6.2300003e-01 6.3212526e-01
14 6.2300003e-01 6.3348955e-01
15 6.2300003e-01 6.3368058e-01
16 6.2300003e-01 6.3313395e-01
17 6.2300003e-01 6.3409328e-01
18 6.2300003e-01 6.3237178e-01
19 6.2300003e-01 6.3274348e-01
20 6.2300003e-01 6.3286686e-01
1 6.2400001e-01 6.1385703e-01
2 6.2400001e-01 6.1289614e-01
3 6.2400001e-01 6.1366552e-01
4 6.2400001e-01 6.1267269e-01
5 6.2400001e-01 6.1442173e-01
6 6.2400001e-01 6.1293334e-01
7 6.2400001e-01 6.1270571e-01
8 6.2400001e-01 6.1392426e-01
9 6.2400001e-01 6.1307168e-01
10 6.2400001e-01 6.1336398e-01
11 6.2400001e-01 6.1346185e-01
12 6.2400001e-01 6.1286390e-01
13 6.2400001e-01 6.1346173e-01
14 6.2400001e-01 6.1333460e-01
15 6.2400001e-01 6.1471730e-01
16 6.2400001e-01 6.1354941e-01
17 6.2400001e-01 6.1327684e-01
18 6.2400001e-01 6.1363959e-01
19 6.2400001e-01 6.1346823e-01
20 6.2400001e-01 6.1334908e-01
1 6.2500000e-01 5.9321982e-01
2 6.2500000e-01 5.9471387e-01
3 6.2500000e-01 5.9401846e-01
4 6.2500000e-01 5.9331548e-01
5 6.2500000e-01 5.9300041e-01
6 6.2500000e-01 5.9313369e-01
7 6.2500000e-01 5.9229326e-01
8 6.2500000e-01 5.9309101e-01
9 6.2500000e-01 5.9235650e-01
10 6.2500000e-01 5.9252650e-01
11 6.2500000e-01 5.9230202e-01
12 6.2500000e-01 5.9371722e-01
13 6.2500000e-01 5.9060788e-01
14 6.2500000e-01 5.9333873e-01
15 6.2500000e-01 5.9360582e-01
16 6.2500000e-01 5.9282881e-01
17 6.2500000e-01 5.9324545e-01
18 6.2500000e-01 5.9381515e-01
19 6.2500000e-01 5.9208900e-01
20 6.2500000e-01 5.9288639e-01
1 6.2599999e-01 5.7082206e-01
2 6.2599999e-01 5.7323951e-01
3 6.2599999e-01 5.7196242e-01
4 6.2599999e-01 5.7248223e-01
5 6.2599999e-01 5.7222581e-01
6 6.2599999e-01 5.7090437e-01
7 6.2599999e-01 5.7287270e-01
8 6.2599999e-01 5.7192528e-01
9 6.2599999e-01 5.7258987e-01
10 6.2599999e-01 5.7233828e-01
11 6.2599999e-01 5.7270873e-01
12 6.2599999e-01 5.7221425e-01
13 6.2599999e-01 5.7129741e-01
14 6.2599999e-01 5.7287693e-01
15 6.2599999e-01 5.7303762e-01
16 6.2599999e-01 5.7066154e-01
17 6.2599999e-01 5.7198626e-01
18 6.2599999e-01 5.7161075e-01
19 6.2599999e-01 5.7142603e-01
20 6.2599999e-01 5.7208544e-01
1 6.2699997e-01 5.5101323e-01
2 6.2699997e-01 5.5061048e-01
3 6.2699997e-01 5.5142879e-01
4 6.2699997e-01 5.5100697e-01
5 6.2699997e-01 5.5116785e-01
6 6.2699997e-01 5.4869300e-01
7 6.2699997e-01 5.5043954e-01
8 6.2699997e-01 5.5002534e-01
9 6.2699997e-01 5.5029249e-01
10 6.2699997e-01 5.5052751e-01
11 6.2699997e-01 5.4892653e-01
12 6.2699997e-01 5.5085397e-01
13 6.2699997e-01 5.5055320e-01
14 6.2699997e-01 5.5035603e-01
15 6.2699997e-01 5.5157334e-01
16 6.2699997e-01 5.5136061e-01
17 6.2699997e-01 5.5006456e-01
18 6.2699997e-01 5.5075270e-01
19 6.2699997e-01 5.4911578e-01
20 6.2699997e-01 5.5074376e-01
1 6.2800002e-01 5.2808124e-01
2 6.2800002e-01 5.2980185e-01
3 6.2800002e-01 5.2853239e-01
4 6.2800002e-01 5.2989739e-01
5 6.2800002e-01 5.2782983e-01
6 6.2800002e-01 5.2992827e-01
7 6.2800002e-01 5.2845836e-01
8 6.2800002e-01 5.2843422e-01
9 6.2800002e-01 5.2794617e-01
10 6.2800002e-01 5.2998358e-01
11 6.2800002e-01 5.2977556e-01
12 6.2800002e-01 5.2880353e-01
13 6.2800002e-01 5.2934092e-01
14 6.2800002e-01 5.3022844e-01
15 6.2800002e-01 5.2975833e-01
16 6.2800002e-01 5.2832186e-01
17 6.2800002e-01 5.2954966e-01
18 6.2800002e-01 5.2834016e-01
19 6.2800002e-01 5.2879137e-01
20 6.2800002e-01 5.2920693e-01
1 6.2900001e-01 5.0669438e-01
2 6.2900001e-01 5.0783873e-01
3 6.2900001e-01 5.0925875e-01
4 6.2900001e-01 5.0735635e-01
5 6.2900001e-01 5.0848138e-01
6 6.2900001e-01 5.0817817e-01
7 6.2900001e-01 5.0605810e-01
8 6.2900001e-01 5.0812757e-01
9 6.2900001e-01 5.0764573e-01
10 6.2900001e-01 5.0691402e-01
11 6.2900001e-01 5.0702816e-01
12 6.2900001e-01 5.0569063e-01
13 6.2900001e-01 5.0955999e-01
14 6.2900001e-01 5.0704479e-01
15 6.2900001e-01 5.0805658e-01
16 6.2900001e-01 5.0656247e-01
17 6.2900001e-01 5.0650823e-01
18 6.2900001e-01 5.0691533e-01
19 6.2900001e-01 5.0800431e-01
20 6.2900001e-01 5.0811493e-01
1 6.3000000e-01 4.8492953e-01
2 6.3000000e-01 4.8506156e-01
3 6.3000000e-01 4.8432010e-01
4 6.3000000e-01 4.8412853e-01
5 6.3000000e-01 4.8490641e-01
6 6.3000000e-01 4.8638359e-01
7 6.3000000e-01 4.8526642e-01
8 6.3000000e-01 4.8345590e-01
9 6.3000000e-01 4.8429531e-01
10 6.3000000e-01 4.8366910e-01
11 6.3000000e-01 4.8645091e-01
12 6.3000000e-01 4.8476267e-01
13 6.3000000e-01 4.8453084e-01
14 6.3000000e-01 4.8449457e-01
15 6.3000000e-01 4.8484325e-01
16 6.3000000e-01 4.8462760e-01
17 6.3000000e-01 4.8604986e-01
18 6.3000000e-01 4.8458821e-01
19 6.3000000e-01 4.8453590e-01
20 6.3000000e-01 4.8510972e-01
1 6.3099998e-01 4.6227744e-01
2 6.3099998e-01 4.6208325e-01
3 6.3099998e-01 4.6190819e-01
4 6.3099998e-01 4.6128786e-01
5 6.3099998e-01 4.6099296e-01
6 6.3099998e-01 4.6098235e-01
7 6.3099998e-01 4.6220452e-01
8 6.3099998e-01 4.5990121e-01
9 6.3099998e-01 4.6204320e-01
10 6.3099998e-01 4.6272004e-01
11 6.3099998e-01 4.6248439e-01
12 6.3099998e-01 4.6318403e-01
13 6.3099998e-01 4.6387577e-01
14 6.3099998e-01 4.6172106e-01
15 6.3099998e-01 4.6232042e-01
16 6.3099998e-01 4.6319026e-01
17 6.3099998e-01 4.6183491e-01
18 6.3099998e-01 4.6307895e-01
19 6.3099998e-01 4.6082965e-01
20 6.3099998e-01 4.6322772e-01
1 6.3200003e-01 4.3906730e-01
2 6.3200003e-01 4.3988264e-01
3 6.3200003e-01 4.3853667e-01
4 6.3200003e-01 4.3984163e-01
5 6.3200003e-01 4.4021732e-01
6 6.3200003e-01 4.3862149e-01
7 6.3200003e-01 4.3805510e-01
8 6.3200003e-01 4.3684667e-01
9 6.3200003e-01 4.3829608e-01
10 6.3200003e-01 4.3913826e-01
11 6.3200003e-01 4.3870386e-01
12 6.3200003e-01 4.3887004e-01
13 6.3200003e-01 4.3873316e-01
14 6.3200003e-01 4.3970722e-01
15 6.3200003e-01 4.3883166e-01
16 6.3200003e-01 4.3827626e-01
17 6.3200003e-01 4.3935579e-01
18 6.3200003e-01 4.3955958e-01
19 6.3200003e-01 4.3851027e-01
20 6.3200003e-01 4.3864924e-01
1 6.3300002e-01 4.1606095e-01
2 6.3300002e-01 4.1559339e-01
3 6.3300002e-01 4.1428891e-01
4 6.3300002e-01 4.1528049e-01
5 6.3300002e-01 4.1452760e-01
6 6.3300002e-01 4.1620281e-01
7 6.3300002e-01 4.1666055e-01
8 6.3300002e-01 4.1558570e-01
9 6.3300002e-01 4.1616976e-01
10 6.3300002e-01 4.1428277e-01
11 6.3300002e-01 4.1397142e-01
12 6.3300002e-01 4.1718143e-01
13 6.3300002e-01 4.1682374e-01
14 6.3300002e-01 4.1305947e-01
15 6.3300002e-01 4.1458869e-01
16 6.3300002e-01 4.1552624e-01
17 6.3300002e-01 4.1752654e-01
18 6.3300002e-01 4.1589421e-01
19 6.3300002e-01 4.1629919e-01
20 6.3300002e-01 4.1530296e-01
1 6.3400000e-01 3.9297366e-01
2 6.3400000e-01 3.8960743e-01
3 6.3400000e-01 3.9210561e-01
4 6.3400000e-01 3.8990158e-01
5 6.3400000e-01 3.9308608e-01
6 6.3400000e-01 3.9187390e-01
7 6.3400000e-01 3.9300260e-01
8 6.3400000e-01 3.9224195e-01
9 6.3400000e-01 3.9261180e-01
10 6.3400000e-01 3.9378721e-01
11 6.3400000e-01 3.9317995e-01
12 6.3400000e-01 3.9351571e-01
13 6.3400000e-01 3.9200085e-01
14 6.3400000e-01 3.9116329e-01
15 6.3400000e-01 3.9358407e-01
16 6.3400000e-01 3.9020231e-01
17 6.3400000e-01 3.9327419e-01
18 6.3400000e-01 3.9168864e-01
19 6.3400000e-01 3.9390427e-01
20 6.3400000e-01 3.9212614e-01
1 6.3499999e-01 3.6760414e-01
2 6.3499999e-01 3.6650574e-01
3 6.3499999e-01 3.6803064e-01
4 6.3499999e-01 3.6814082e-01
5 6.3499999e-01 3.6848632e-01
6 6.3499999e-01 3.6860076e-01
7 6.3499999e-01 3.6823443e-01
8 6.3499999e-01 3.6637729e-01
9 6.3499999e-01 3.6884052e-01
10 6.3499999e-01 3.6987936e-01
11 6.3499999e-01 3.6794806e-01
12 6.3499999e-01 3.6721447e-01
13 6.3499999e-01 3.6911738e-01
14 6.3499999e-01 3.6841783e-01
15 6.3499999e-01 3.6693248e-01
16 6.3499999e-01 3.7110248e-01
17 6.3499999e-01 3.6784559e-01
18 6.3499999e-01 3.6790389e-01
19 6.3499999e-01 3.6750427e-01
20 6.3499999e-01 3.6886936e-01
1 6.3599998e-01 3.4362182e-01
2 6.3599998e-01 3.4358171e-01
3 6.3599998e-01 3.4578231e-01
4 6.3599998e-01 3.4551626e-01
5 6.3599998e-01 3.4466708e-01
6 6.3599998e-01 3.4351379e-01
7 6.3599998e-01 3.4479943e-01
8 6.3599998e-01 3.4401703e-01
9 6.3599998e-01 3.4358197e-01
10 6.3599998e-01 3.4437588e-01
11 6.3599998e-01 3.4425598e-01
12 6.3599998e-01 3.4458449e-01
13 6.3599998e-01 3.4564325e-01
14 6.3599998e-01 3.4369141e-01
15 6.3599998e-01 3.4380513e-01
16 6.3599998e-01 3.4509435e-01
17 6.3599998e-01 3.4438398e-01
18 6.3599998e-01 3.4377563e-01
19 6.3599998e-01 3.4394172e-01
20 6.3599998e-01 3.4700999e-01
1 6.3700002e-01 3.2015780e-01
2 6.3700002e-01 3.2005298e-01
3 6.3700002e-01 3.2144964e-01
4 6.3700002e-01 3.1962040e-01
5 6.3700002e-01 3.1941032e-01
6 6.3700002e-01 3.2033470e-01
7 6.3700002e-01 3.2022420e-01
8 6.3700002e-01 3.1987286e-01
9 6.3700002e-01 3.1819555e-01
10 6.3700002e-01 3.1899783e-01
11 6.3700002e-01 3.1997797e-01
12 6.3700002e-01 3.1853312e-01
13 6.3700002e-01 3.1909198e-01
14 6.3700002e-01 3.1979847e-01
15 6.3700002e-01 3.2103041e-01
16 6.3700002e-01 3.1864363e-01
17 6.3700002e-01 3.1888026e-01
18 6.3700002e-01 3.1845567e-01
19 6.3700002e-01 3.1847057e-01
20 6.3700002e-01 3.1848636e-01
1 6.3800001e-01 2.9593679e-01
2 6.3800001e-01 2.9681519e-01
3 6.3800001e-01 2.9426995e-01
4 6.3800001e-01 2.9611418e-01
5 6.3800001e-01 2.9391539e-01
6 6.3800001e-01 2.9550117e-01
7 6.3800001e-01 2.9798996e-01
8 6.3800001e-01 2.9789007e-01
9 6.3800001e-01 2.9337898e-01
10 6.3800001e-01 2.9421988e-01
11 6.3800001e-01 2.9371697e-01
12 6.3800001e-01 2.9325238e-01
13 6.3800001e-01 2.9739496e-01
14 6.3800001e-01 2.9559845e-01
15 6.3800001e-01 2.9368174e-01
16 6.3800001e-01 2.9558367e-01
17 6.3800001e-01 2.9486781e-01
18 6.3800001e-01 2.9554823e-01
19 6.3800001e-01 2.9436442e-01
20 6.3800001e-01 2.9291856e-01
1 6.3900000e-01 2.7071285e-01
2 6.3900000e-01 2.6902646e-01
3 6.3900000e-01 2.6826492e-01
4 6.3900000e-01 2.7077037e-01
5 6.3900000e-01 2.6902431e-01
6 6.3900000e-01 2.6927614e-01
7 6.3900000e-01 2.6989666e-01
8 6.3900000e-01 2.7103150e-01
9 6.3900000e-01 2.6862943e-01
10 6.3900000e-01 2.7013099e-01
11 6.3900000e-01 2.7024359e-01
12 6.3900000e-01 2.6781231e-01
13 6.3900000e-01 2.6820460e-01
14 6.3900000e-01 2.6971588e-01
15 6.3900000e-01 2.6997989e-01
16 6.3900000e-01 2.6840830e-01
17 6.3900000e-01 2.6996902e-01
18 6.3900000e-01 2.6975808e-01
19 6.3900000e-01 2.7187032e-01
20 6.3900000e-01 2.6882425e-01
1 6.3999999e-01 2.4486268e-01
2 6.3999999e-01 2.4450096e-01
3 6.3999999e-01 2.4442546e-01
4 6.3999999e-01 2.4389169e-01
5 6.3999999e-01 2.4326041e-01
6 6.3999999e-01 2.4286723e-01
7 6.3999999e-01 2.4665381e-01
8 6.3999999e-01 2.4383575e-01
9 6.3999999e-01 2.4157646e-01
10 6.3999999e-01 2.4442741e-01
11 6.3999999e-01 2.4487209e-01
12 6.3999999e-01 2.4225837e-01
13 6.3999999e-01 2.4690953e-01
14 6.3999999e-01 2.4314015e-01
15 6.3999999e-01 2.4573632e-01
16 6.3999999e-01 2.4288136e-01
17 6.3999999e-01 2.4476938e-01
18 6.3999999e-01 2.4256083e-01
19 6.3999999e-01 2.4681462e-01
20 6.3999999e-01 2.4421802e-01
1 6.4099997e-01 2.1695474e-01
2 6.4099997e-01 2.1807511e-01
3 6.4099997e-01 2.2071771e-01
4 6.4099997e-01 2.2025175e-01
5 6.4099997e-01 2.1642759e-01
6 6.4099997e-01 2.1942937e-01
7 6.4099997e-01 2.2123761e-01
8 6.4099997e-01 2.1760368e-01
9 6.4099997e-01 2.1917544e-01
10 6.4099997e-01 2.1699944e-01
11 6.4099997e-01 2.1921876e-01
12 6.4099997e-01 2.1887167e-01
13 6.4099997e-01 2.1987319e-01
14 6.4099997e-01 2.1808113e-01
15 6.4099997e-01 2.2007099e-01
16 6.4099997e-01 2.1795800e-01
17 6.4099997e-01 2.1894078e-01
18 6.4099997e-01 2.1666686e-01
19 6.4099997e-01 2.1883312e-01
20 6.4099997e-01 2.1870507e-01
1 6.4200002e-01 1.9375008e-01
2 6.4200002e-01 1.9425975e-01
3 6.4200002e-01 1.9550867e-01
4 6.4200002e-01 1.9257130e-01
5 6.4200002e-01 1.9265552e-01
6 6.4200002e-01 1.9293070e-01
7 6.4200002e-01 1.9444132e-01
8 6.4200002e-01 1.9614664e-01
9 6.4200002e-01 1.9427717e-01
10 6.4200002e-01 1.9284430e-01
11 6.4200002e-01 1.9563118e-01
12 6.4200002e-01 1.9392972e-01
13 6.4200002e-01 1.9301908e-01
14 6.4200002e-01 1.9302538e-01
15 6.4200002e-01 1.9397542e-01
16 6.4200002e-01 1.9559267e-01
17 6.4200002e-01 1.9387545e-01
18 6.4200002e-01 1.9207075e-01
19 6.4200002e-01 1.9445616e-01
20 6.4200002e-01 1.9286287e-01
1 6.4300001e-01 1.6717516e-01
2 6.4300001e-01 1.6588628e-01
3 6.4300001e-01 1.6782866e-01
4 6.4300001e-01 1.6912262e-01
5 6.4300001e-01 1.6918083e-01
6 6.4300001e-01 1.6785847e-01
7 6.4300001e-01 1.6790152e-01
8 6.4300001e-01 1.6682994e-01
9 6.4300001e-01 1.6845621e-01
10 6.4300001e-01 1.6735701e-01
11 6.4300001e-01 1.6613792e-01
12 6.4300001e-01 1.6799167e-01
13 6.4300001e-01 1.6797392e-01
14 6.4300001e-01 1.7014134e-01
15 6.4300001e-01 1.6767873e-01
16 6.4300001e-01 1.6802782e-01
17 6.4300001e-01 1.7075537e-01
18 6.4300001e-01 1.6836180e-01
19 6.4300001e-01 1.7130728e-01
20 6.4300001e-01 1.7027029e-01
1 6.4399999e-01 1.4282547e-01
2 6.4399999e-01 1.4314085e-01
3 6.4399999e-01 1.4488804e-01
4 6.4399999e-01 1.4255455e-01
5 6.4399999e-01 1.4067398e-01
6 6.4399999e-01 1.4202130e-01
7 6.4399999e-01 1.4397702e-01
8 6.4399999e-01 1.4153002e-01
9 6.4399999e-01 1.4234254e-01
10 6.4399999e-01 1.4231883e-01
11 6.4399999e-01 1.4132649e-01
12 6.4399999e-01 1.4212903e-01
13 6.4399999e-01 1.4208430e-01
14 6.4399999e-01 1.4488006e-01
15 6.4399999e-01 1.4532806e-01
16 6.4399999e-01 1.4132930e-01
17 6.4399999e-01 1.4110970e-01
18 6.4399999e-01 1.4250569e-01
19 6.4399999e-01 1.4021438e-01
20 6.4399999e-01 1.4227450e-01
1 6.4499998e-01 1.1717731e-01
2 6.4499998e-01 1.1807667e-01
3 6.4499998e-01 1.1633008e-01
4 6.4499998e-01 1.1778606e-01
5 6.4499998e-01 1.1688407e-01
6 6.4499998e-01 1.1560438e-01
7 6.4499998e-01 1.1676072e-01
8 6.4499998e-01 1.1690207e-01
9 6.4499998e-01 1.1549620e-01
10 6.4499998e-01 1.1530422e-01
11 6.4499998e-01 1.1700648e-01
12 6.4499998e-01 1.1733939e-01
13 6.4499998e-01 1.1519053e-01
14 6.4499998e-01 1.1571791e-01
15 6.4499998e-01 1.1658746e-01
16 6.4499998e-01 1.1642323e-01
17 6.4499998e-01 1.1541755e-01
18 6.4499998e-01 1.1838939e-01
19 6.4499998e-01 1.1513686e-01
20 6.4499998e-01 1.1607064e-01
1 6.4600003e-01 9.0354815e-02
2 6.4600003e-01 8.8562645e-02
3 6.4600003e-01 8.8944294e-02
4 6.4600003e-01 8.8622242e-02
5 6.4600003e-01 9.0555735e-02
6 6.4600003e-01 9.0739556e-02
7 6.4600003e-01 9.1936685e-02
8 6.4600003e-01 8.9098588e-02
9 6.4600003e-01 8.9564599e-02
10 6.4600003e-01 9.2320114e-02
11 6.4600003e-01 9.1845289e-02
12 6.4600003e-01 9.3231492e-02
13 6.4600003e-01 8.9111701e-02
14 6.4600003e-01 8.6413011e-02
15 6.4600003e-01 8.9521207e-02
16 6.4600003e-01 9.0500548e-02
17 6.4600003e-01 8.8548779e-02
18 6.4600003e-01 9.1522321e-02
19 6.4600003e-01 9.1730781e-02
20 6.4600003e-01 8.8726506e-02
1 6.4700001e-01 6.4862914e-02
2 6.4700001e-01 6.6376954e-02
3 6.4700001e-01 6.4799733e-02
4 6.4700001e-01 6.6402689e-02
5 6.4700001e-01 6.4651750e-02
6 6.4700001e-01 6.4358644e-02
7 6.4700001e-01 6.6033408e-02
8 6.4700001e-01 6.2963009e-02
9 6.4700001e-01 6.5753505e-02
10 6.4700001e-01 6.3173018e-02
11 6.4700001e-01 6.3433751e-02
12 6.4700001e-01 6.3919403e-02
13 6.4700001e-01 6.5130070e-02
14 6.4700001e-01 6.5378875e-02
15 6.4700001e-01 6.4579636e-02
16 6.4700001e-01 6.3828126e-02
17 6.4700001e-01 6.4013019e-02
18 6.4700001e-01 6.4944007e-02
19 6.4700001e-01 6.2805697e-02
20 6.4700001e-01 6.4374067e-02
1 6.4800000e-01 3.9146814e-02
2 6.4800000e-01 3.8356721e-02
3 6.4800000e-01 3.7975222e-02
4 6.4800000e-01 3.7617497e-02
5 6.4800000e-01 3.8157489e-02
6 6.4800000e-01 3.9216593e-02
7 6.4800000e-01 3.7812058e-02
8 6.4800000e-01 3.9503947e-02
9 6.4800000e-01 3.5969194e-02
10 6.4800000e-01 3.6430124e-02
11 6.4800000e-01 3.5428379e-02
12 6.4800000e-01 3.9062761e-02
13 6.4800000e-01 3.6970638e-02
14 6.4800000e-01 3.8027827e-02
15 6.4800000e-01 4.1031174e-02
16 6.4800000e-01 3.7668347e-02
17 6.4800000e-01 3.6291968e-02
18 6.4800000e-01 3.6742307e-02
19 6.4800000e-01 3.7811436e-02
20 6.4800000e-01 4.0461004e-02
1 6.4899999e-01 1.4926992e-02
2 6.4899999e-01 9.6151764e-03
3 6.4899999e-01 1.4399315e-02
4 6.4899999e-01 1.1479854e-02
5 6.4899999e-01 1.2143306e-02
6 6.4899999e-01 1.3812688e-02
7 6.4899999e-01 1.1675875e-02
8 6.4899999e-01 1.2705414e-02
9 6.4899999e-01 1.2250980e-02
10 6.4899999e-01 1.2016436e-02
11 6.4899999e-01 1.0413769e-02
12 6.4899999e-01 1.1698687e-02
13 6.4899999e-01 8.6885393e-03
14 6.4899999e-01 1.0078988e-02
15 6.4899999e-01 1.0181438e-02
16 6.4899999e-01 1.2248673e-02
17 6.4899999e-01 1.2590067e-02
18 6.4899999e-01 1.4032576e-02
19 6.4899999e-01 1.1017423e-02
20 6.4899999e-01 1.2065796e-02
1 6.4999998e-01 -1.3616861e-02
2 6.4999998e-01 -1.2354292e-02
3 6.4999998e-01 -1.4192650e-02
4 6.4999998e-01 -1.1769054e-02
5 6.4999998e-01 -1.1927009e-02
6 6.4999998e-01 -1.4020961e-02
7 6.4999998e-01 -1.6580274e-02
8 6.4999998e-01 -1.2009566e-02
9 6.4999998e-01 -1.5499680e-02
10 6.4999998e-01 -1.6602131e-02
11 6.4999998e-01 -1.5052902e-02
12 6.4999998e-01 -1.5893437e-02
13 6.4999998e-01 -1.4637657e-02
14 6.4999998e-01 -1.4920313e-02
15 6.4999998e-01 -1.2930722e-02
16 6.4999998e-01 -1.2886752e-02
17 6.4999998e-01 -1.4177991e-02
18 6.4999998e-01 -1.5965449e-02
19 6.4999998e-01 -1.7862901e-02
20 6.4999998e-01 -1.6050629e-02
1 6.5100002e-01 -4.1759964e-02
2 6.5100002e-01 -4.1502528e-02
3 6.5100002e-01 -4.2204842e-02
4 6.5100002e-01 -3.9757986e-02
5 6.5100002e-01 -4.3266002e-02
6 6.5100002e-01 -4.4221077e-02
7 6.5100002e-01 -4.2150069e-02
8 6.5100002e-01 -4.2817246e-02
9 6.5100002e-01 -4.2110588e-02
10 6.5100002e-01 -4.1506372e-02
11 6.5100002e-01 -4.0774707e-02
12 6.5100002e-01 -3.8019735e-02
13 6.5100002e-01 -3.8948640e-02
14 6.5100002e-01 -4.0894881e-02
15 6.5100002e-01 -3.9733332e-02
16 6.5100002e-01 -4.0262084e-02
17 6.5100002e-01 -4.0306002e-02
18 6.5100002e-01 -4.2951267e-02
