i x t
1 6.2900000000000000e-01 9.0625000000000000e-01
1 6.3000000000000000e-01 5.0000000000000000e-01
1 6.3100000000000001e-01 -3.8750000000000000e+00
1 6.3200000000000001e-01 8.1562500000000000e+00
1 6.3300000000000001e-01 -7.1562500000000000e+00
1 6.3400000000000001e-01 -1.3375000000000000e+01
1 6.3500000000000001e-01 -1.2312500000000000e+01
1 6.3600000000000001e-01 -1.1406250000000000e+01
1 6.3700000000000001e-01 -8.5625000000000000e+00
1 6.3800000000000001e-01 2.3750000000000000e+00
1 6.3900000000000001e-01 -1.7187500000000000e+01
1 6.4000000000000001e-01 -6.6250000000000000e+00
1 6.4100000000000001e-01 -3.1250000000000000e+00
1 6.4200000000000002e-01 -3.5000000000000000e+00
1 6.4300000000000002e-01 1.7750000000000000e+01
1 6.4400000000000002e-01 2.0625000000000000e+00
1 6.4500000000000002e-01 1.7562500000000000e+01
1 6.4600000000000002e-01 -4.6875000000000000e+00
1 6.4700000000000002e-01 1.7812500000000000e+01
1 6.4800000000000002e-01 -1.9562500000000000e+01
1 6.4900000000000002e-01 3.0625000000000000e+00
1 6.5000000000000002e-01 2.3375000000000000e+01
1 6.5100000000000002e-01 4.1875000000000000e+00
1 6.5200000000000002e-01 -5.1875000000000000e+00
1 6.5300000000000002e-01 -2.6875000000000000e+00
1 6.5400000000000003e-01 7.4375000000000000e+00
1 6.5500000000000003e-01 5.5625000000000000e+00
1 6.5600000000000003e-01 1.3750000000000000e+00
1 6.5700000000000003e-01 7.6250000000000000e+00
1 6.5800000000000003e-01 2.2062500000000000e+01
1 6.5900000000000003e-01 -4.6875000000000000e+00
1 6.6000000000000003e-01 2.7500000000000000e+00
1 6.6100000000000003e-01 2.4250000000000000e+01
1 6.6200000000000003e-01 -7.0000000000000000e+00
1 6.6300000000000003e-01 1.1750000000000000e+01
1 6.6400000000000003e-01 2.5750000000000000e+01
1 6.6500000000000004e-01 2.9625000000000000e+01
1 6.6600000000000004e-01 1.8750000000000000e+00
1 6.6700000000000004e-01 4.3000000000000000e+01
1 6.6800000000000004e-01 -3.7500000000000000e+00
1 6.6900000000000004e-01 -3.9125000000000000e+01
1 6.7000000000000004e-01 -9.5000000000000000e+00
1 6.7100000000000004e-01 -1.1750000000000000e+01
1 6.7200000000000004e-01 -8.7500000000000000e-01
1 6.7300000000000004e-01 -2.1750000000000000e+01
1 6.7400000000000004e-01 8.6250000000000000e+00
1 6.7500000000000004e-01 1.8750000000000000e+00
1 6.7600000000000005e-01 -1.5625000000000000e+01
1 6.7700000000000005e-01 -1.8000000000000000e+01
1 6.7800000000000005e-01 1.0000000000000000e+00
1 6.7900000000000005e-01 4.8750000000000000e+00
1 6.8000000000000005e-01 4.3750000000000000e+00
1 6.8100000000000005e-01 9.8750000000000000e+00
1 6.8200000000000005e-01 -1.1875000000000000e+01
1 6.8300000000000005e-01 2.8250000000000000e+01
1 6.8400000000000005e-01 -3.7000000000000000e+01
1 6.8500000000000005e-01 -2.6750000000000000e+01
1 6.8600000000000005e-01 3.7500000000000000e+00
1 6.8700000000000006e-01 -4.4500000000000000e+01
1 6.8799999999999994e-01 -1.7750000000000000e+01
1 6.8899999999999995e-01 -1.0000000000000000e+01
1 6.8999999999999995e-01 5.5000000000000000e+00
1 6.9099999999999995e-01 2.9000000000000000e+01
1 6.9199999999999995e-01 1.1750000000000000e+01
1 6.9299999999999995e-01 4.7750000000000000e+01
1 6.9399999999999995e-01 -1.7500000000000000e+00
1 6.9499999999999995e-01 -4.5000000000000000e+00
1 6.9599999999999995e-01 -3.2500000000000000e+00
1 6.9699999999999995e-01 -3.7500000000000000e+00
1 6.9799999999999995e-01 3.0000000000000000e+01
1 6.9899999999999995e-01 1.3750000000000000e+01
1 6.9999999999999996e-01 6.2500000000000000e+00
1 7.0099999999999996e-01 3.1000000000000000e+01
1 7.0199999999999996e-01 -1.2250000000000000e+01
1 7.0299999999999996e-01 1.1000000000000000e+01
1 7.0399999999999996e-01 1.2500000000000000e+01
1 7.0499999999999996e-01 4.6500000000000000e+01
1 7.0599999999999996e-01 2.5000000000000000e+01
1 7.0699999999999996e-01 -2.6500000000000000e+01
1 7.0799999999999996e-01 -2.5000000000000000e+01
1 7.0899999999999996e-01 9.0000000000000000e+00
1 7.0999999999999996e-01 1.6500000000000000e+01
1 7.1099999999999997e-01 3.7500000000000000e+01
1 7.1199999999999997e-01 2.5000000000000000e+00
1 7.1299999999999997e-01 -4.5000000000000000e+00
1 7.1399999999999997e-01 -4.3000000000000000e+01
1 7.1499999999999997e-01 7.9500000000000000e+01
1 7.1599999999999997e-01 -1.4000000000000000e+01
1 7.1699999999999997e-01 -4.7500000000000000e+01
1 7.1799999999999997e-01 8.0000000000000000e+00
1 7.1899999999999997e-01 -3.2000000000000000e+01
1 7.1999999999999997e-01 3.3000000000000000e+01
1 7.2099999999999997e-01 3.0000000000000000e+01
1 7.2199999999999998e-01 -2.8000000000000000e+01
1 7.2299999999999998e-01 6.5500000000000000e+01
1 7.2399999999999998e-01 2.0500000000000000e+01
1 7.2499999999999998e-01 2.8000000000000000e+01
1 7.2599999999999998e-01 -5.0000000000000000e-01
1 7.2699999999999998e-01 -5.6500000000000000e+01
1 7.2799999999999998e-01 5.8500000000000000e+01
1 7.2899999999999998e-01 3.0000000000000000e+00
1 7.2999999999999998e-01 1.2000000000000000e+01
1 7.3099999999999998e-01 -5.0000000000000000e-01
1 7.3199999999999998e-01 1.9500000000000000e+01
1 7.3299999999999998e-01 2.4000000000000000e+01
1 7.3399999999999999e-01 -1.9000000000000000e+01
1 7.3499999999999999e-01 -2.1000000000000000e+01
1 7.3599999999999999e-01 4.9000000000000000e+01
1 7.3699999999999999e-01 4.0000000000000000e+01
1 7.3799999999999999e-01 -8.1000000000000000e+01
1 7.3899999999999999e-01 -3.9000000000000000e+01
1 7.3999999999999999e-01 -1.6000000000000000e+01
1 7.4099999999999999e-01 6.4000000000000000e+01
1 7.4199999999999999e-01 -6.9000000000000000e+01
1 7.4299999999999999e-01 -1.0000000000000000e+00
1 7.4399999999999999e-01 3.5000000000000000e+01
1 7.4500000000000000e-01 6.7000000000000000e+01
1 7.4600000000000000e-01 1.7000000000000000e+01
1 7.4700000000000000e-01 0.0000000000000000e+00
1 7.4800000000000000e-01 5.8000000000000000e+01
1 7.4900000000000000e-01 5.1000000000000000e+01
1 7.5000000000000000e-01 -3.3000000000000000e+01
1 7.5100000000000000e-01 7.6000000000000000e+01
1 7.5200000000000000e-01 3.1000000000000000e+01
1 7.5300000000000000e-01 -6.0000000000000000e+01
1 7.5400000000000000e-01 -1.9000000000000000e+01
1 7.5500000000000000e-01 -1.0000000000000000e+01
1 7.5600000000000001e-01 7.0000000000000000e+01
1 7.5700000000000001e-01 1.3700000000000000e+02
1 7.5800000000000001e-01 7.6000000000000000e+01
1 7.5900000000000001e-01 1.3200000000000000e+02
1 7.6000000000000001e-01 4.0000000000000000e+01
1 7.6100000000000001e-01 3.2000000000000000e+01
1 7.6200000000000001e-01 4.2000000000000000e+01
1 7.6300000000000001e-01 1.0000000000000000e+02
1 7.6400000000000001e-01 -1.1200000000000000e+02
1 7.6500000000000001e-01 -1.5800000000000000e+02
1 7.6600000000000001e-01 -5.0000000000000000e+01
1 7.6700000000000002e-01 3.2000000000000000e+01
1 7.6800000000000002e-01 -7.8000000000000000e+01
1 7.6900000000000002e-01 -7.8000000000000000e+01
1 7.7000000000000002e-01 5.6000000000000000e+01
1 7.7100000000000002e-01 -3.4000000000000000e+01
1 7.7200000000000002e-01 4.6000000000000000e+01
1 7.7300000000000002e-01 -1.8400000000000000e+02
1 7.7400000000000002e-01 -1.6000000000000000e+01
1 7.7500000000000002e-01 -2.0000000000000000e+00
1 7.7600000000000002e-01 -1.1000000000000000e+02
1 7.7700000000000002e-01 1.8000000000000000e+01
1 7.7800000000000002e-01 -3.4000000000000000e+01
1 7.7900000000000003e-01 -2.4000000000000000e+01
1 7.8000000000000003e-01 7.6000000000000000e+01
1 7.8100000000000003e-01 8.4000000000000000e+01
1 7.8200000000000003e-01 -5.0000000000000000e+01
1 7.8300000000000003e-01 -1.9600000000000000e+02
1 7.8400000000000003e-01 -2.4000000000000000e+01
1 7.8500000000000003e-01 7.6000000000000000e+01
1 7.8600000000000003e-01 -1.2000000000000000e+01
1 7.8700000000000003e-01 -1.7200000000000000e+02
1 7.8800000000000003e-01 1.2400000000000000e+02
1 7.8900000000000003e-01 -1.1600000000000000e+02
1 7.9000000000000004e-01 -1.4000000000000000e+02
1 7.9100000000000004e-01 -2.1600000000000000e+02
1 7.9200000000000004e-01 0.0000000000000000e+00
1 7.9300000000000004e-01 2.4000000000000000e+01
1 7.9400000000000004e-01 7.6000000000000000e+01
1 7.9500000000000004e-01 -2.5600000000000000e+02
1 7.9600000000000004e-01 8.0000000000000000e+00
1 7.9700000000000004e-01 -1.4800000000000000e+02
1 7.9800000000000004e-01 -8.0000000000000000e+01
1 7.9900000000000004e-01 1.7600000000000000e+02
1 8.0000000000000004e-01 2.2800000000000000e+02
1 8.0100000000000005e-01 1.4800000000000000e+02
1 8.0200000000000005e-01 -2.1600000000000000e+02
1 8.0300000000000005e-01 1.9600000000000000e+02
1 8.0400000000000005e-01 1.8800000000000000e+02
1 8.0500000000000005e-01 -1.0800000000000000e+02
1 8.0600000000000005e-01 -1.1200000000000000e+02
1 8.0700000000000005e-01 -2.0000000000000000e+01
1 8.0800000000000005e-01 -5.6000000000000000e+01
1 8.0900000000000005e-01 -1.6800000000000000e+02
1 8.1000000000000005e-01 -7.6000000000000000e+01
1 8.1100000000000005e-01 -1.3600000000000000e+02
1 8.1200000000000006e-01 -2.0400000000000000e+02
1 8.1299999999999994e-01 7.2000000000000000e+01
1 8.1399999999999995e-01 -2.4000000000000000e+01
1 8.1499999999999995e-01 3.2000000000000000e+01
1 8.1599999999999995e-01 4.8000000000000000e+01
1 8.1699999999999995e-01 -2.8000000000000000e+02
1 8.1799999999999995e-01 3.8400000000000000e+02
1 8.1899999999999995e-01 1.6000000000000000e+02
1 8.1999999999999995e-01 -2.7200000000000000e+02
1 8.2099999999999995e-01 -5.6000000000000000e+01
1 8.2199999999999995e-01 3.0400000000000000e+02
1 8.2299999999999995e-01 2.4000000000000000e+01
1 8.2399999999999995e-01 8.8000000000000000e+01
1 8.2499999999999996e-01 2.4800000000000000e+02
1 8.2599999999999996e-01 4.8000000000000000e+01
1 8.2699999999999996e-01 2.4800000000000000e+02
1 8.2799999999999996e-01 6.4000000000000000e+01
1 8.2899999999999996e-01 -3.8400000000000000e+02
1 8.2999999999999996e-01 4.0000000000000000e+02
1 8.3099999999999996e-01 3.6000000000000000e+02
1 8.3199999999999996e-01 -2.2400000000000000e+02
1 8.3299999999999996e-01 6.2400000000000000e+02
1 8.3399999999999996e-01 2.4000000000000000e+01
1 8.3499999999999996e-01 -8.8000000000000000e+01
1 8.3599999999999997e-01 1.3600000000000000e+02
1 8.3699999999999997e-01 -6.6400000000000000e+02
1 8.3799999999999997e-01 -5.4400000000000000e+02
1 8.3899999999999997e-01 2.1600000000000000e+02
1 8.3999999999999997e-01 -8.8000000000000000e+01
1 8.4099999999999997e-01 1.4400000000000000e+02
1 8.4199999999999997e-01 1.6000000000000000e+01
1 8.4299999999999997e-01 -9.6000000000000000e+01
1 8.4399999999999997e-01 9.6000000000000000e+01
1 8.4499999999999997e-01 -1.6000000000000000e+02
1 8.4599999999999997e-01 -3.2000000000000000e+01
1 8.4699999999999998e-01 -3.2000000000000000e+01
1 8.4799999999999998e-01 4.6400000000000000e+02
1 8.4899999999999998e-01 -5.1200000000000000e+02
1 8.4999999999999998e-01 3.8400000000000000e+02
1 8.5099999999999998e-01 -9.6000000000000000e+01
1 8.5199999999999998e-01 -2.7200000000000000e+02
1 8.5299999999999998e-01 -1.2800000000000000e+02
1 8.5399999999999998e-01 9.6000000000000000e+01
1 8.5499999999999998e-01 -7.2000000000000000e+02
1 8.5599999999999998e-01 2.5600000000000000e+02
1 8.5699999999999998e-01 -2.8800000000000000e+02
1 8.5799999999999998e-01 5.1200000000000000e+02
1 8.5899999999999999e-01 -2.8800000000000000e+02
1 8.5999999999999999e-01 2.5600000000000000e+02
1 8.6099999999999999e-01 3.8400000000000000e+02
1 8.6199999999999999e-01 -3.3600000000000000e+02
1 8.6299999999999999e-01 7.2000000000000000e+02
1 8.6399999999999999e-01 -9.6000000000000000e+01
1 8.6499999999999999e-01 3.5200000000000000e+02
1 8.6599999999999999e-01 2.2400000000000000e+02
1 8.6699999999999999e-01 1.7600000000000000e+02
1 8.6799999999999999e-01 4.4800000000000000e+02
1 8.6899999999999999e-01 -5.4400000000000000e+02
1 8.7000000000000000e-01 3.0400000000000000e+02
1 8.7100000000000000e-01 -6.0800000000000000e+02
1 8.7200000000000000e-01 -2.2400000000000000e+02
1 8.7300000000000000e-01 5.4400000000000000e+02
1 8.7400000000000000e-01 -9.6000000000000000e+01
1 8.7500000000000000e-01 6.4000000000000000e+01
1 8.7600000000000000e-01 6.0800000000000000e+02
1 8.7700000000000000e-01 -3.2000000000000000e+01
1 8.7800000000000000e-01 1.2800000000000000e+02
1 8.7900000000000000e-01 9.6000000000000000e+01
