i x t
3 3.4000000e-01 7.9293048e-01
4 3.4000000e-01 7.9295677e-01
5 3.4000000e-01 7.9296970e-01
6 3.4000000e-01 7.9296482e-01
7 3.4000000e-01 7.9293931e-01
8 3.4000000e-01 7.9297465e-01
9 3.4000000e-01 7.9295909e-01
10 3.4000000e-01 7.9296398e-01
11 3.4000000e-01 7.9294527e-01
12 3.4000000e-01 7.9296023e-01
13 3.4000000e-01 7.9296005e-01
14 3.4000000e-01 7.9295737e-01
15 3.4000000e-01 7.9295069e-01
16 3.4000000e-01 7.9295427e-01
17 3.4000000e-01 7.9293704e-01
18 3.4000000e-01 7.9295909e-01
19 3.4000000e-01 7.9294080e-01
20 3.4000000e-01 7.9295111e-01
1 3.4999999e-01 6.4617658e-01
2 3.4999999e-01 6.4616960e-01
3 3.4999999e-01 6.4614576e-01
4 3.4999999e-01 6.4620066e-01
5 3.4999999e-01 6.4616501e-01
6 3.4999999e-01 6.4616442e-01
7 3.4999999e-01 6.4615208e-01
8 3.4999999e-01 6.4617318e-01
9 3.4999999e-01 6.4618081e-01
10 3.4999999e-01 6.4617938e-01
11 3.4999999e-01 6.4616781e-01
12 3.4999999e-01 6.4616156e-01
13 3.4999999e-01 6.4617884e-01
14 3.4999999e-01 6.4617276e-01
15 3.4999999e-01 6.4615095e-01
16 3.4999999e-01 6.4618170e-01
17 3.4999999e-01 6.4617819e-01
18 3.4999999e-01 6.4619249e-01
19 3.4999999e-01 6.4618075e-01
20 3.4999999e-01 6.4617789e-01
1 3.6000001e-01 4.6940297e-01
2 3.6000001e-01 4.6943265e-01
3 3.6000001e-01 4.6941152e-01
4 3.6000001e-01 4.6939752e-01
5 3.6000001e-01 4.6943086e-01
6 3.6000001e-01 4.6942762e-01
7 3.6000001e-01 4.6937969e-01
8 3.6000001e-01 4.6940506e-01
9 3.6000001e-01 4.6940371e-01
10 3.6000001e-01 4.6940047e-01
11 3.6000001e-01 4.6940991e-01
12 3.6000001e-01 4.6941856e-01
13 3.6000001e-01 4.6940094e-01
14 3.6000001e-01 4.6938747e-01
15 3.6000001e-01 4.6938312e-01
16 3.6000001e-01 4.6938363e-01
17 3.6000001e-01 4.6941754e-01
18 3.6000001e-01 4.6942842e-01
19 3.6000001e-01 4.6943977e-01
20 3.6000001e-01 4.6937999e-01
1 3.7000000e-01 2.7037370e-01
2 3.7000000e-01 2.7039096e-01
3 3.7000000e-01 2.7038735e-01
4 3.7000000e-01 2.7036533e-01
5 3.7000000e-01 2.7037540e-01
6 3.7000000e-01 2.7040014e-01
7 3.7000000e-01 2.7040574e-01
8 3.7000000e-01 2.7039775e-01
9 3.7000000e-01 2.7036905e-01
10 3.7000000e-01 2.7040583e-01
11 3.7000000e-01 2.7036357e-01
12 3.7000000e-01 2.7040058e-01
13 3.7000000e-01 2.7039221e-01
14 3.7000000e-01 2.7040508e-01
15 3.7000000e-01 2.7040127e-01
16 3.7000000e-01 2.7036735e-01
17 3.7000000e-01 2.7037504e-01
18 3.7000000e-01 2.7040881e-01
19 3.7000000e-01 2.7041554e-01
20 3.7000000e-01 2.7040866e-01
1 3.8000000e-01 5.8037881e-02
2 3.8000000e-01 5.8046959e-02
3 3.8000000e-01 5.8022283e-02
4 3.8000000e-01 5.8101751e-02
5 3.8000000e-01 5.8000028e-02
6 3.8000000e-01 5.7990637e-02
7 3.8000000e-01 5.8068007e-02
8 3.8000000e-01 5.8026161e-02
9 3.8000000e-01 5.8065422e-02
10 3.8000000e-01 5.8053531e-02
11 3.8000000e-01 5.8026470e-02
12 3.8000000e-01 5.8020473e-02
13 3.8000000e-01 5.8016751e-02
14 3.8000000e-01 5.8048204e-02
15 3.8000000e-01 5.8030903e-02
16 3.8000000e-01 5.8052652e-02
17 3.8000000e-01 5.7975709e-02
18 3.8000000e-01 5.8071755e-02
19 3.8000000e-01 5.7995562e-02
20 3.8000000e-01 5.8064017e-02
1 3.8999999e-01 -1.5797210e-01
2 3.8999999e-01 -1.5795919e-01
3 3.8999999e-01 -1.5799867e-01
4 3.8999999e-01 -1.5796335e-01
5 3.8999999e-01 -1.5801398e-01
6 3.8999999e-01 -1.5799348e-01
7 3.8999999e-01 -1.5794936e-01
8 3.8999999e-01 -1.5797010e-01
9 3.8999999e-01 -1.5803252e-01
10 3.8999999e-01 -1.5802281e-01
11 3.8999999e-01 -1.5802765e-01
12 3.8999999e-01 -1.5799691e-01
13 3.8999999e-01 -1.5797670e-01
14 3.8999999e-01 -1.5791878e-01
15 3.8999999e-01 -1.5800942e-01
16 3.8999999e-01 -1.5796538e-01
17 3.8999999e-01 -1.5803461e-01
18 3.8999999e-01 -1.5798897e-01
19 3.8999999e-01 -1.5801965e-01
20 3.8999999e-01 -1.5798561e-01
1 4.0000001e-01 -3.6756858e-01
2 4.0000001e-01 -3.6751312e-01
3 4.0000001e-01 -3.6752316e-01
4 4.0000001e-01 -3.6750406e-01
5 4.0000001e-01 -3.6756971e-01
6 4.0000001e-01 -3.6754838e-01
7 4.0000001e-01 -3.6750883e-01
8 4.0000001e-01 -3.6754918e-01
9 4.0000001e-01 -3.6758083e-01
10 4.0000001e-01 -3.6750340e-01
11 4.0000001e-01 -3.6742559e-01
12 4.0000001e-01 -3.6749294e-01
13 4.0000001e-01 -3.6760709e-01
14 4.0000001e-01 -3.6754763e-01
15 4.0000001e-01 -3.6760035e-01
16 4.0000001e-01 -3.6753455e-01
17 4.0000001e-01 -3.6752638e-01
18 4.0000001e-01 -3.6755678e-01
19 4.0000001e-01 -3.6747503e-01
20 4.0000001e-01 -3.6754596e-01
1 4.1000000e-01 -5.6062305e-01
2 4.1000000e-01 -5.6056023e-01
3 4.1000000e-01 -5.6063491e-01
4 4.1000000e-01 -5.6064314e-01
5 4.1000000e-01 -5.6062108e-01
6 4.1000000e-01 -5.6060863e-01
7 4.1000000e-01 -5.6059122e-01
8 4.1000000e-01 -5.6059897e-01
9 4.1000000e-01 -5.6059217e-01
10 4.1000000e-01 -5.6055868e-01
11 4.1000000e-01 -5.6056714e-01
12 4.1000000e-01 -5.6056923e-01
13 4.1000000e-01 -5.6064260e-01
14 4.1000000e-01 -5.6057394e-01
15 4.1000000e-01 -5.6057155e-01
16 4.1000000e-01 -5.6063986e-01
17 4.1000000e-01 -5.6060857e-01
18 4.1000000e-01 -5.6056839e-01
19 4.1000000e-01 -5.6060821e-01
20 4.1000000e-01 -5.6061190e-01
1 4.1999999e-01 -7.2767121e-01
2 4.1999999e-01 -7.2773212e-01
3 4.1999999e-01 -7.2775793e-01
4 4.1999999e-01 -7.2769058e-01
5 4.1999999e-01 -7.2770202e-01
6 4.1999999e-01 -7.2764397e-01
7 4.1999999e-01 -7.2763556e-01
8 4.1999999e-01 -7.2770709e-01
9 4.1999999e-01 -7.2771478e-01
10 4.1999999e-01 -7.2769672e-01
11 4.1999999e-01 -7.2776765e-01
12 4.1999999e-01 -7.2764653e-01
13 4.1999999e-01 -7.2771239e-01
14 4.1999999e-01 -7.2772998e-01
15 4.1999999e-01 -7.2759396e-01
16 4.1999999e-01 -7.2761989e-01
17 4.1999999e-01 -7.2760528e-01
18 4.1999999e-01 -7.2763509e-01
19 4.1999999e-01 -7.2765499e-01
20 4.1999999e-01 -7.2759438e-01
1 4.3000001e-01 -8.6032909e-01
2 4.3000001e-01 -8.6033589e-01
3 4.3000001e-01 -8.6033422e-01
4 4.3000001e-01 -8.6022621e-01
5 4.3000001e-01 -8.6029923e-01
6 4.3000001e-01 -8.6031067e-01
7 4.3000001e-01 -8.6036986e-01
8 4.3000001e-01 -8.6029190e-01
9 4.3000001e-01 -8.6040217e-01
10 4.3000001e-01 -8.6028057e-01
11 4.3000001e-01 -8.6028886e-01
12 4.3000001e-01 -8.6032176e-01
13 4.3000001e-01 -8.6024648e-01
14 4.3000001e-01 -8.6022943e-01
15 4.3000001e-01 -8.6029309e-01
16 4.3000001e-01 -8.6033463e-01
17 4.3000001e-01 -8.6041588e-01
18 4.3000001e-01 -8.6017334e-01
19 4.3000001e-01 -8.6040127e-01
20 4.3000001e-01 -8.6030084e-01
1 4.4000000e-01 -9.5133269e-01
2 4.4000000e-01 -9.5159835e-01
3 4.4000000e-01 -9.5141155e-01
4 4.4000000e-01 -9.5151043e-01
5 4.4000000e-01 -9.5160598e-01
6 4.4000000e-01 -9.5150536e-01
7 4.4000000e-01 -9.5140797e-01
8 4.4000000e-01 -9.5142561e-01
9 4.4000000e-01 -9.5150036e-01
10 4.4000000e-01 -9.5151740e-01
11 4.4000000e-01 -9.5147628e-01
12 4.4000000e-01 -9.5173389e-01
13 4.4000000e-01 -9.5137477e-01
14 4.4000000e-01 -9.5147651e-01
15 4.4000000e-01 -9.5160788e-01
16 4.4000000e-01 -9.5149273e-01
17 4.4000000e-01 -9.5131040e-01
18 4.4000000e-01 -9.5159000e-01
19 4.4000000e-01 -9.5139998e-01
20 4.4000000e-01 -9.5145518e-01
1 4.4999999e-01 -9.9599177e-01
2 4.4999999e-01 -9.9591434e-01
3 4.4999999e-01 -9.9599236e-01
4 4.4999999e-01 -9.9606615e-01
5 4.4999999e-01 -9.9604577e-01
6 4.4999999e-01 -9.9591142e-01
7 4.4999999e-01 -9.9601668e-01
8 4.4999999e-01 -9.9603069e-01
9 4.4999999e-01 -9.9590337e-01
10 4.4999999e-01 -9.9588895e-01
11 4.4999999e-01 -9.9604446e-01
12 4.4999999e-01 -9.9592179e-01
13 4.4999999e-01 -9.9589026e-01
14 4.4999999e-01 -9.9608427e-01
15 4.4999999e-01 -9.9596751e-01
16 4.4999999e-01 -9.9608809e-01
17 4.4999999e-01 -9.9606717e-01
18 4.4999999e-01 -9.9616140e-01
19 4.4999999e-01 -9.9604875e-01
20 4.4999999e-01 -9.9608803e-01
1 4.6000001e-01 -9.9097681e-01
2 4.6000001e-01 -9.9066299e-01
3 4.6000001e-01 -9.9086910e-01
4 4.6000001e-01 -9.9101591e-01
5 4.6000001e-01 -9.9101573e-01
6 4.6000001e-01 -9.9089402e-01
7 4.6000001e-01 -9.9109900e-01
8 4.6000001e-01 -9.9094176e-01
9 4.6000001e-01 -9.9096900e-01
10 4.6000001e-01 -9.9096596e-01
11 4.6000001e-01 -9.9092537e-01
12 4.6000001e-01 -9.9070209e-01
13 4.6000001e-01 -9.9084413e-01
14 4.6000001e-01 -9.9083948e-01
15 4.6000001e-01 -9.9097854e-01
16 4.6000001e-01 -9.9095148e-01
17 4.6000001e-01 -9.9100310e-01
18 4.6000001e-01 -9.9094027e-01
19 4.6000001e-01 -9.9107248e-01
20 4.6000001e-01 -9.9090022e-01
1 4.7000000e-01 -9.3572736e-01
2 4.7000000e-01 -9.3549454e-01
3 4.7000000e-01 -9.3541515e-01
4 4.7000000e-01 -9.3560189e-01
5 4.7000000e-01 -9.3535584e-01
6 4.7000000e-01 -9.3562812e-01
7 4.7000000e-01 -9.3523824e-01
8 4.7000000e-01 -9.3551207e-01
9 4.7000000e-01 -9.3550330e-01
10 4.7000000e-01 -9.3539548e-01
11 4.7000000e-01 -9.3559927e-01
12 4.7000000e-01 -9.3556416e-01
13 4.7000000e-01 -9.3562990e-01
14 4.7000000e-01 -9.3537223e-01
15 4.7000000e-01 -9.3572783e-01
16 4.7000000e-01 -9.3534935e-01
17 4.7000000e-01 -9.3571264e-01
18 4.7000000e-01 -9.3553269e-01
19 4.7000000e-01 -9.3555462e-01
20 4.7000000e-01 -9.3564963e-01
1 4.7999999e-01 -8.3193076e-01
2 4.7999999e-01 -8.3169973e-01
3 4.7999999e-01 -8.3222741e-01
4 4.7999999e-01 -8.3165073e-01
5 4.7999999e-01 -8.3213598e-01
6 4.7999999e-01 -8.3226597e-01
7 4.7999999e-01 -8.3202255e-01
8 4.7999999e-01 -8.3168250e-01
9 4.7999999e-01 -8.3196944e-01
10 4.7999999e-01 -8.3189970e-01
11 4.7999999e-01 -8.3155334e-01
12 4.7999999e-01 -8.3157182e-01
13 4.7999999e-01 -8.3187234e-01
14 4.7999999e-01 -8.3199108e-01
15 4.7999999e-01 -8.3174956e-01
16 4.7999999e-01 -8.3190572e-01
17 4.7999999e-01 -8.3228111e-01
18 4.7999999e-01 -8.3178806e-01
19 4.7999999e-01 -8.3206671e-01
20 4.7999999e-01 -8.3197063e-01
1 4.9000001e-01 -6.8459618e-01
2 4.9000001e-01 -6.8437892e-01
3 4.9000001e-01 -6.8463159e-01
4 4.9000001e-01 -6.8433148e-01
5 4.9000001e-01 -6.8416834e-01
6 4.9000001e-01 -6.8435168e-01
7 4.9000001e-01 -6.8417245e-01
8 4.9000001e-01 -6.8421084e-01
9 4.9000001e-01 -6.8435740e-01
10 4.9000001e-01 -6.8435806e-01
11 4.9000001e-01 -6.8428355e-01
12 4.9000001e-01 -6.8496591e-01
13 4.9000001e-01 -6.8441254e-01
14 4.9000001e-01 -6.8445081e-01
15 4.9000001e-01 -6.8431401e-01
16 4.9000001e-01 -6.8451548e-01
17 4.9000001e-01 -6.8490237e-01
18 4.9000001e-01 -6.8455505e-01
19 4.9000001e-01 -6.8426907e-01
20 4.9000001e-01 -6.8434900e-01
1 5.0000000e-01 -5.0010383e-01
2 5.0000000e-01 -4.9950194e-01
3 5.0000000e-01 -5.0013345e-01
4 5.0000000e-01 -4.9991074e-01
5 5.0000000e-01 -4.9998468e-01
6 5.0000000e-01 -4.9990526e-01
7 5.0000000e-01 -4.9963519e-01
8 5.0000000e-01 -4.9984750e-01
9 5.0000000e-01 -4.9946758e-01
10 5.0000000e-01 -4.9990189e-01
11 5.0000000e-01 -5.0007170e-01
12 5.0000000e-01 -4.9999011e-01
13 5.0000000e-01 -5.0035107e-01
14 5.0000000e-01 -5.0002271e-01
15 5.0000000e-01 -4.9977446e-01
16 5.0000000e-01 -4.9999505e-01
17 5.0000000e-01 -5.0006551e-01
18 5.0000000e-01 -4.9979463e-01
19 5.0000000e-01 -4.9961394e-01
20 5.0000000e-01 -4.9982053e-01
1 5.0999999e-01 -2.8761932e-01
2 5.0999999e-01 -2.8794372e-01
3 5.0999999e-01 -2.8826401e-01
4 5.0999999e-01 -2.8754920e-01
5 5.0999999e-01 -2.8751841e-01
6 5.0999999e-01 -2.8766987e-01
7 5.0999999e-01 -2.8849301e-01
8 5.0999999e-01 -2.8813994e-01
9 5.0999999e-01 -2.8749895e-01
10 5.0999999e-01 -2.8730527e-01
11 5.0999999e-01 -2.8757975e-01
12 5.0999999e-01 -2.8845075e-01
13 5.0999999e-01 -2.8750554e-01
14 5.0999999e-01 -2.8733382e-01
15 5.0999999e-01 -2.8775895e-01
16 5.0999999e-01 -2.8746724e-01
17 5.0999999e-01 -2.8770348e-01
18 5.0999999e-01 -2.8721955e-01
19 5.0999999e-01 -2.8774491e-01
20 5.0999999e-01 -2.8844777e-01
1 5.1999998e-01 -5.8551915e-02
2 5.1999998e-01 -5.8459084e-02
3 5.1999998e-01 -5.8105722e-02
4 5.1999998e-01 -5.8222540e-02
5 5.1999998e-01 -5.8303747e-02
6 5.1999998e-01 -5.8487788e-02
7 5.1999998e-01 -5.8613859e-02
8 5.1999998e-01 -5.8455408e-02
9 5.1999998e-01 -5.8465362e-02
10 5.1999998e-01 -5.8049235e-02
11 5.1999998e-01 -5.7810497e-02
12 5.1999998e-01 -5.8460534e-02
13 5.1999998e-01 -5.8703773e-02
14 5.1999998e-01 -5.8874503e-02
15 5.1999998e-01 -5.8667775e-02
16 5.1999998e-01 -5.8625165e-02
17 5.1999998e-01 -5.8514941e-02
18 5.1999998e-01 -5.9033945e-02
19 5.1999998e-01 -5.8736332e-02
20 5.1999998e-01 -5.8615960e-02
1 5.2999997e-01 1.7537712e-01
2 5.2999997e-01 1.7589714e-01
3 5.2999997e-01 1.7530602e-01
4 5.2999997e-01 1.7544669e-01
5 5.2999997e-01 1.7594957e-01
6 5.2999997e-01 1.7590106e-01
7 5.2999997e-01 1.7620938e-01
8 5.2999997e-01 1.7530338e-01
9 5.2999997e-01 1.7605324e-01
10 5.2999997e-01 1.7536451e-01
11 5.2999997e-01 1.7555490e-01
12 5.2999997e-01 1.7554371e-01
13 5.2999997e-01 1.7525274e-01
14 5.2999997e-01 1.7509937e-01
15 5.2999997e-01 1.7535256e-01
16 5.2999997e-01 1.7592339e-01
17 5.2999997e-01 1.7551109e-01
18 5.2999997e-01 1.7604885e-01
19 5.2999997e-01 1.7592624e-01
20 5.2999997e-01 1.7537740e-01
1 5.4000002e-01 4.0139887e-01
2 5.4000002e-01 4.0176448e-01
3 5.4000002e-01 4.0155312e-01
4 5.4000002e-01 4.0159494e-01
5 5.4000002e-01 4.0181684e-01
6 5.4000002e-01 4.0119332e-01
7 5.4000002e-01 4.0176135e-01
8 5.4000002e-01 4.0194055e-01
9 5.4000002e-01 4.0131342e-01
10 5.4000002e-01 4.0161201e-01
11 5.4000002e-01 4.0230569e-01
12 5.4000002e-01 4.0135542e-01
13 5.4000002e-01 4.0202573e-01
14 5.4000002e-01 4.0136850e-01
15 5.4000002e-01 4.0119883e-01
16 5.4000002e-01 4.0128639e-01
17 5.4000002e-01 4.0167856e-01
18 5.4000002e-01 4.0148810e-01
19 5.4000002e-01 4.0219438e-01
20 5.4000002e-01 4.0160644e-01
1 5.5000001e-01 6.0575861e-01
2 5.5000001e-01 6.0627842e-01
3 5.5000001e-01 6.0579336e-01
4 5.5000001e-01 6.0688674e-01
5 5.5000001e-01 6.0658956e-01
6 5.5000001e-01 6.0714918e-01
7 5.5000001e-01 6.0593647e-01
8 5.5000001e-01 6.0597515e-01
9 5.5000001e-01 6.0641032e-01
10 5.5000001e-01 6.0692424e-01
11 5.5000001e-01 6.0714829e-01
12 5.5000001e-01 6.0624731e-01
13 5.5000001e-01 6.0647047e-01
14 5.5000001e-01 6.0645491e-01
15 5.5000001e-01 6.0700858e-01
16 5.5000001e-01 6.0652041e-01
17 5.5000001e-01 6.0663527e-01
18 5.5000001e-01 6.0609955e-01
19 5.5000001e-01 6.0712248e-01
20 5.5000001e-01 6.0674483e-01
1 5.6000000e-01 7.7912325e-01
2 5.6000000e-01 7.8005058e-01
3 5.6000000e-01 7.7882981e-01
4 5.6000000e-01 7.7859288e-01
5 5.6000000e-01 7.7842808e-01
6 5.6000000e-01 7.7959031e-01
7 5.6000000e-01 7.7885735e-01
8 5.6000000e-01 7.7897924e-01
9 5.6000000e-01 7.7838051e-01
10 5.6000000e-01 7.7783024e-01
11 5.6000000e-01 7.7714270e-01
12 5.6000000e-01 7.7704734e-01
13 5.6000000e-01 7.7911496e-01
14 5.6000000e-01 7.7832353e-01
15 5.6000000e-01 7.7954614e-01
16 5.6000000e-01 7.7789468e-01
17 5.6000000e-01 7.7759832e-01
18 5.6000000e-01 7.7776474e-01
19 5.6000000e-01 7.7763021e-01
20 5.6000000e-01 7.7933806e-01
1 5.6999999e-01 9.0671647e-01
2 5.6999999e-01 9.0701175e-01
3 5.6999999e-01 9.0540773e-01
4 5.6999999e-01 9.0565199e-01
5 5.6999999e-01 9.0589410e-01
6 5.6999999e-01 9.0648139e-01
7 5.6999999e-01 9.0641260e-01
8 5.6999999e-01 9.0715826e-01
9 5.6999999e-01 9.0658766e-01
10 5.6999999e-01 9.0624553e-01
11 5.6999999e-01 9.0598166e-01
12 5.6999999e-01 9.0781659e-01
13 5.6999999e-01 9.0701151e-01
14 5.6999999e-01 9.0621603e-01
15 5.6999999e-01 9.0639418e-01
16 5.6999999e-01 9.0634143e-01
17 5.6999999e-01 9.0573537e-01
18 5.6999999e-01 9.0713161e-01
19 5.6999999e-01 9.0648335e-01
20 5.6999999e-01 9.0843928e-01
1 5.7999998e-01 9.8134106e-01
2 5.7999998e-01 9.8179907e-01
3 5.7999998e-01 9.8244703e-01
4 5.7999998e-01 9.8263115e-01
5 5.7999998e-01 9.8262697e-01
6 5.7999998e-01 9.8212677e-01
7 5.7999998e-01 9.8315835e-01
8 5.7999998e-01 9.8159802e-01
9 5.7999998e-01 9.8310155e-01
10 5.7999998e-01 9.8106509e-01
11 5.7999998e-01 9.8072225e-01
12 5.7999998e-01 9.8262745e-01
13 5.7999998e-01 9.8298645e-01
14 5.7999998e-01 9.8153037e-01
15 5.7999998e-01 9.8050565e-01
16 5.7999998e-01 9.8272902e-01
17 5.7999998e-01 9.8212284e-01
18 5.7999998e-01 9.8110211e-01
19 5.7999998e-01 9.8351663e-01
20 5.7999998e-01 9.8045963e-01
1 5.8999997e-01 9.9987972e-01
2 5.8999997e-01 9.9782139e-01
3 5.8999997e-01 1.0002208e+00
4 5.8999997e-01 9.9852651e-01
5 5.8999997e-01 9.9923289e-01
6 5.8999997e-01 9.9979782e-01
7 5.8999997e-01 9.9628168e-01
8 5.8999997e-01 9.9678802e-01
9 5.8999997e-01 9.9650621e-01
10 5.8999997e-01 9.9742192e-01
11 5.8999997e-01 9.9711096e-01
12 5.8999997e-01 9.9889207e-01
13 5.8999997e-01 9.9870187e-01
14 5.8999997e-01 9.9837685e-01
15 5.8999997e-01 9.9630576e-01
16 5.8999997e-01 9.9952418e-01
17 5.8999997e-01 1.0002551e+00
18 5.8999997e-01 9.9848866e-01
19 5.8999997e-01 9.9819833e-01
20 5.8999997e-01 9.9945849e-01
1 6.0000002e-01 9.5205063e-01
2 6.0000002e-01 9.5209914e-01
3 6.0000002e-01 9.5514357e-01
4 6.0000002e-01 9.5302081e-01
5 6.0000002e-01 9.5536268e-01
6 6.0000002e-01 9.5430440e-01
7 6.0000002e-01 9.5436019e-01
8 6.0000002e-01 9.5448607e-01
9 6.0000002e-01 9.5550054e-01
10 6.0000002e-01 9.5504475e-01
11 6.0000002e-01 9.5315683e-01
12 6.0000002e-01 9.5558447e-01
13 6.0000002e-01 9.5525461e-01
14 6.0000002e-01 9.5506155e-01
15 6.0000002e-01 9.5564091e-01
16 6.0000002e-01 9.5421845e-01
17 6.0000002e-01 9.5356119e-01
18 6.0000002e-01 9.5439190e-01
19 6.0000002e-01 9.5427638e-01
20 6.0000002e-01 9.5406002e-01
1 6.1000001e-01 8.4936577e-01
2 6.1000001e-01 8.5149741e-01
3 6.1000001e-01 8.4677893e-01
4 6.1000001e-01 8.5221189e-01
5 6.1000001e-01 8.5212302e-01
6 6.1000001e-01 8.5002923e-01
7 6.1000001e-01 8.4991688e-01
8 6.1000001e-01 8.4913135e-01
9 6.1000001e-01 8.5042596e-01
10 6.1000001e-01 8.4687901e-01
11 6.1000001e-01 8.5033661e-01
12 6.1000001e-01 8.4889591e-01
13 6.1000001e-01 8.4878445e-01
14 6.1000001e-01 8.4823114e-01
15 6.1000001e-01 8.5075080e-01
16 6.1000001e-01 8.5096049e-01
17 6.1000001e-01 8.4921277e-01
18 6.1000001e-01 8.4777617e-01
19 6.1000001e-01 8.5216951e-01
20 6.1000001e-01 8.5023743e-01
1 6.2000000e-01 6.8924427e-01
2 6.2000000e-01 6.9102293e-01
3 6.2000000e-01 6.8756074e-01
4 6.2000000e-01 6.9116175e-01
5 6.2000000e-01 6.8729049e-01
6 6.2000000e-01 6.9074267e-01
7 6.2000000e-01 6.9222152e-01
8 6.2000000e-01 6.8866163e-01
9 6.2000000e-01 6.9132799e-01
10 6.2000000e-01 6.8661201e-01
11 6.2000000e-01 6.8744236e-01
12 6.2000000e-01 6.9277936e-01
13 6.2000000e-01 6.9021273e-01
14 6.2000000e-01 6.9067150e-01
15 6.2000000e-01 6.9014227e-01
16 6.2000000e-01 6.9233912e-01
17 6.2000000e-01 6.9521904e-01
18 6.2000000e-01 6.8881243e-01
19 6.2000000e-01 6.8981415e-01
20 6.2000000e-01 6.8918294e-01
1 6.3000000e-01 4.8675951e-01
2 6.3000000e-01 4.8056358e-01
3 6.3000000e-01 4.8427713e-01
4 6.3000000e-01 4.8596171e-01
5 6.3000000e-01 4.7982714e-01
6 6.3000000e-01 4.8751351e-01
7 6.3000000e-01 4.8704612e-01
8 6.3000000e-01 4.8837432e-01
9 6.3000000e-01 4.8504707e-01
10 6.3000000e-01 4.8871022e-01
11 6.3000000e-01 4.8557520e-01
12 6.3000000e-01 4.8469278e-01
13 6.3000000e-01 4.8626775e-01
14 6.3000000e-01 4.8448634e-01
15 6.3000000e-01 4.8779118e-01
16 6.3000000e-01 4.8603481e-01
17 6.3000000e-01 4.8423421e-01
18 6.3000000e-01 4.8869309e-01
19 6.3000000e-01 4.8658267e-01
20 6.3000000e-01 4.8903358e-01
1 6.3999999e-01 2.4255531e-01
2 6.3999999e-01 2.4557239e-01
3 6.3999999e-01 2.4723455e-01
4 6.3999999e-01 2.4470912e-01
5 6.3999999e-01 2.4417578e-01
6 6.3999999e-01 2.4918629e-01
7 6.3999999e-01 2.4454376e-01
8 6.3999999e-01 2.4516164e-01
9 6.3999999e-01 2.4534062e-01
10 6.3999999e-01 2.4293353e-01
11 6.3999999e-01 2.5017363e-01
12 6.3999999e-01 2.4491361e-01
13 6.3999999e-01 2.4588612e-01
14 6.3999999e-01 2.4925525e-01
15 6.3999999e-01 2.4325661e-01
16 6.3999999e-01 2.4585178e-01
17 6.3999999e-01 2.4402848e-01
18 6.3999999e-01 2.4194124e-01
19 6.3999999e-01 2.3919803e-01
20 6.3999999e-01 2.4700607e-01
1 6.4999998e-01 -1.3296655e-02
2 6.4999998e-01 -1.5856709e-02
3 6.4999998e-01 -1.2268050e-02
4 6.4999998e-01 -1.3271081e-02
5 6.4999998e-01 -1.7985985e-02
6 6.4999998e-01 -1.7530313e-02
7 6.4999998e-01 -1.3176586e-02
8 6.4999998e-01 -1.8763606e-02
9 6.4999998e-01 -9.6123535e-03
10 6.4999998e-01 -1.0764694e-02
11 6.4999998e-01 -1.2705702e-02
12 6.4999998e-01 -1.8102162e-02
13 6.4999998e-01 -1.5177921e-02
14 6.4999998e-01 -1.0652514e-02
15 6.4999998e-01 -1.3039412e-02
16 6.4999998e-01 -1.2425383e-02
17 6.4999998e-01 -1.3533435e-02
18 6.4999998e-01 -1.5186182e-02
19 6.4999998e-01 -1.2008546e-02
20 6.4999998e-01 -1.0493184e-02
1 6.6000003e-01 -2.7433842e-01
2 6.6000003e-01 -2.7271026e-01
3 6.6000003e-01 -2.7378792e-01
4 6.6000003e-01 -2.7660882e-01
5 6.6000003e-01 -2.7067339e-01
6 6.6000003e-01 -2.7321187e-01
7 6.6000003e-01 -2.7670416e-01
8 6.6000003e-01 -2.7375409e-01
9 6.6000003e-01 -2.8083470e-01
10 6.6000003e-01 -2.7319944e-01
11 6.6000003e-01 -2.7412075e-01
12 6.6000003e-01 -2.7043626e-01
13 6.6000003e-01 -2.7891013e-01
14 6.6000003e-01 -2.7217844e-01
15 6.6000003e-01 -2.7002516e-01
16 6.6000003e-01 -2.7234372e-01
17 6.6000003e-01 -2.7374130e-01
18 6.6000003e-01 -2.8026032e-01
19 6.6000003e-01 -2.7545482e-01
20 6.6000003e-01 -2.7574998e-01
1 6.7000002e-01 -5.1830161e-01
2 6.7000002e-01 -5.2344239e-01
3 6.7000002e-01 -5.0867110e-01
4 6.7000002e-01 -5.2220613e-01
5 6.7000002e-01 -5.1745206e-01
6 6.7000002e-01 -5.1490569e-01
7 6.7000002e-01 -5.2038783e-01
8 6.7000002e-01 -5.2144176e-01
9 6.7000002e-01 -5.1556998e-01
10 6.7000002e-01 -5.2096844e-01
11 6.7000002e-01 -5.2901137e-01
12 6.7000002e-01 -5.1690227e-01
13 6.7000002e-01 -5.2485812e-01
14 6.7000002e-01 -5.1634580e-01
15 6.7000002e-01 -5.2159381e-01
16 6.7000002e-01 -5.1357883e-01
17 6.7000002e-01 -5.2103537e-01
18 6.7000002e-01 -5.2067924e-01
19 6.7000002e-01 -5.2388775e-01
20 6.7000002e-01 -5.1940250e-01
1 6.8000001e-01 -7.3364562e-01
2 6.8000001e-01 -7.2677785e-01
3 6.8000001e-01 -7.2603744e-01
4 6.8000001e-01 -7.3180699e-01
